node,Louvain,Game
2898087,391229769,175227487,872826607,972249091
2887764,345039945,175227487,304932652,328178078,609700427,869175187,950328474,1696456823,1717113201
2878239,339767569,609700427,926771636,1824777308,2132291580
2904805,339752389,267695549,558797228,1733044130,1970109802,2132291580
2870354,356520694,609700427,629270283,1717113201,1739375565,1929807318,2053555152,2105342780,2116409537,2132291580
2827419,392233616,267695549
2808190,352328138,328178078,880031210,961090289
3890020,338691760,346683864,422246343,704208617,777107394,1938834516
3914443,345047380,144389848,328178078,1482870140,1717113201,1877135456,2043073184
3238198,294656626,34441781,252034287,267695549,328178078,342226876,591405932,972249091,1715349030,2053555152
4204824,362845584,267695549,465979625,558797228,687339341,833960563,1808064759,1847979820
3607308,343959370,267695549,609700427,872826607,893395429,926771636,1696456823
3591068,362819031,926771636,2132291580
3542989,354527398,267695549,328178078,558797228,609700427,629270283,651668093,722006140,926771636,972249091,1790482525,1970109802,2107898177
3686952,345075241,267695549,972249091,2132291580
3684083,359693427,175227487,328178078,609700427,893395429
3678582,338734471,34441781,267695549,609700427,792158305,880031210,972249091,1696456823
3676468,303052313,1696456823
357591,359787054,1285166951
4096896,333498512,164371165,267695549,304932652,609700427,629270283,1685135803
4100840,389121174,175227487,609700427,893395429,926771636
4019369,339812270,265691378,752021844,777107394,950328474,983730484
89912,335568605,175227487,267695549,285358298,342226876,609700427,880031210,926771636,1828326430,1992453063,2090892978
26612,333566571,226054795,229669525,315488348,328178078,1000947214,2024220276,2097369926
201451,359683749,308514854,402049843,1037514907,1914646696,1946485937,1947725080,1973808452
611218,349281318,267695549,1693050229,2132291580
565204,333460820,175227487
546884,303058567,328178078,339148107
783879,339790047,144389848,328178078,331135949,1134837784,1859601917,2043073184,2132429347
725081,352380152,983730484,1144039928,1717113201,2030093255
1196603,352454304,93105265,175227487,328178078,609700427,972249091,1696456823
909202,333502838,80579825,175227487,267695549,328178078,591405932,972249091,1828326430
949234,294693280,267695549,1479758055,2132291580
839062,347128977,267695549,609700427,972249091
835569,340874172,175227487,558797228,833960563,834001943,1640323097,1693450318,1843269941,2043073184
1086695,308287579,792158305,1970109802,2107898177
1038473,335620900,972249091,1929807318
1496272,308384715,175227487,267695549,328178078,342226876,609700427,926771636,972249091,1717113201
1571679,359706365,267695549,983730484
1552178,353498787,102425831,402049843
1532257,354447832,267695549,810101074,1016898439,1814675537
1411034,345050651,328178078,342226876,926771636
1404414,343978657,175227487,2132291580
1677701,350237654,102425831,175227487,267695549,328178078,609700427,972249091
2187950,294660950,609700427,1696456823,1733044130
2203402,344004040,267695549,926771636,972249091,2132291580
2227106,294661122,267695549,2132291580
2320297,354455679,267695549,342226876,1634720918,1828326430,2109927239
1944792,308395441,465979625,926771636,1693050229,1992453063
1913238,353462193,175227487,833960563,893395429,926771636
1876926,347161133,175227487,267695549,609700427,1693050229,2138304024
2921869,356629673,1693050229,2132291580
2916630,401663489,45083076,328178078,609700427,834001943,972249091,1696456823,1728105232,1733044130,2132291580
1367458,346097837,175227487,267695549,328178078,609700427,926771636,1693050229,1696456823,1733044130,1846285148,1929807318
1334071,362842600,609700427
1306177,401735684,267695549,342226876,541339008,1970109802,2132291580
1350600,345036132,175227487,267695549,342226876,609700427,629270283,801251286,972249091,1828326430
1272418,339823475,175227487,267695549,609700427
1245431,352402193,972249091,1696456823
2802658,333491806,210179407,591371027,689916261,777107394,837917131,850118036,1482870140,2051276947
2712018,345003273,267695549,609700427,1970109802
2705825,332527467,267695549,972249091,1970109802
2680234,338803928,972249091,2132291580
2073040,344036281,267695549,285358298,328178078,609700427
3270581,308283064,558797228,1285166951,1929807318,2043073184
2003409,346054704,927474846,1022622766,1198088771,1685135803,1717113201
1986723,346076114,267695549,1693050229,1777477395,2132291580
2087783,392275674,328178078,1777477395,2132291580
3496521,348222989,972249091
3436238,340876469,267695549,328178078,342226876,642156375,2132291580
3423490,359788966,328178078,609700427,2107898177,2132291580
2657388,389090672,328178078,531437752,591405932,690285705,777107394
2572426,294695786,267695549
2573193,339835007,1696456823
3050022,384862047,207015551,267695549,926771636,2132291580
3028645,346097537,94618376,267695549,342226876,465979625,629270283,972249091,1033937373,1739375565,2107898177,2132291580
2995261,359695510,267695549,342226876,609700427,833960563,1693050229,1733044130,1777477395,1811494560,1843269941,2138304024
3862447,353394082,175227487,465979625,609700427,1693050229,2132291580
3855680,384843352,267695549,558797228,926771636,1970109802,2132291580
3958449,392170683,267695549,342226876,609700427,792158305,1828326430
3962101,389133898,328178078,465979625,1693050229,1992453063,2132291580
3194357,350343971,175227487,609700427,893395429,972249091,1693050229
3180309,340791130,267695549,609700427,972249091,1828326430,2107898177,2132291580
3154225,392287510,328178078,609700427,964818375,972249091,1929807318
3239164,401681835,2132291580
3111503,347082422,267695549,1693050229
4077432,340864595,267695549,342226876,609700427
3737357,364977979,267695549,447911394,972249091,2132291580
391683,362886855,267695549,285358298,312881568,342226876,1828326430,1992453063,2138304024
373104,359746110,342226876,1696456823,1739375565
3729256,303058922,342226876,591405932,926771636,972249091,1918441274
3693838,343985152,609700427
3664411,344982779,328178078,972249091,1790482525
3634210,356622142,926771636
4196442,332455827,175227487,328178078,609700427,1693050229,2132291580
4167118,327230861,49709880,1696456823,1761289795,1777477395,1994181526,2132291580,2137885631
4116661,359700791,312881568,342226876,465979625,609700427,983730484,1693050229,1790482525,1929807318,2132291580
344382,347087767,175227487,1689362557
310634,364915876,609700427,1696456823
901035,332424786,972249091,2132291580
217227,350261034,267695549,1693050229,1846285148
852207,294655721,175227487,267695549,328178078,342226876,558797228,609700427,972249091,1178351949,1779135141,1929807318,2030093255,2138304024
818451,389114998,422246343,690285705,705006443,777107394,1627444318,1726756158,1848088335,2035057372,2093000869
208037,362848738,609700427
1241084,308363153,267695549,1693050229,1970109802,2132291580
632441,294708050,175227487,342226876,801251286,872826607,926771636,983730484,1145574011,1828326430
99342,391156717,950328474
58353,303132486,609700427,964818375,1847979820,1929807318
1040537,340845821,267695549,1693050229,1970109802,2107898177
723107,338757134,791545701,834001943,1828326430,1848088335
1484635,346148461,972249091,2107898177,2132291580
1405033,384880166,267695549,328178078,609700427,717702870,1696456823
1400178,339843968,267695549,2132291580
541558,363963664,93105265,102425831,175227487,209558529,342226876,1134837784,1992453063,2054716369
595331,347186181,609700427
1382194,338759766,252034287,609700427,1696456823,1929807318
1533143,340810685,175227487,267695549,328178078,609700427,2132291580
2074314,349210365,926771636
1210368,333570866,171869406,342226876,830649354
1202667,359764613,183968596,328178078,374923716,609700427,2132291580
1183195,335645230,328178078,342226876,1022622766,2132291580
2002620,356560746,102425831,267695549,609700427,796798669,972249091
1980572,345110833,267695549,1386529057,1479758055,1923160643,2132291580
1976871,354511797,328178078,2132291580
2176564,332441223,609700427,2132291580
2135864,389026126,609700427,972249091
1276449,401686462,144389848,558797228,748474487,893395429,926771636,2138304024
2660755,294746493,175227487,267695549,342226876,629270283,687339341,901516198,972249091,1828326430
2598626,335564498,267695549,328178078,972249091,1696456823,2107898177,2132291580
2654780,294726913,175227487
2784202,401711517,267695549,1733044130
2775615,365000167,102287491,609700427,969742969,1693050229,1767703473
2769794,356539897,267695549,558797228,926771636,1808064759,1847979820
2580026,363885786,267695549,972249091,1828326430
1884459,338785377,267695549,972249091,1828326430
1828330,294751743,950328474,1970109802,2030093255
1689029,327230861,49709880,1696456823,1761289795,1777477395,1994181526,2132291580,2137885631
3136642,353406104,267695549,342226876
3227586,335567179,94618376,580901123,591405932,609700427,972249091,983730484,1327376519,1761289795,1790482525,1828326430,1929807318,1985144601,1985701699
1787896,362819724,100764563,175227487,267695549,285358298,465979625,558797228,609700427,950328474,972249091,1028735742,1811494560,1849227144,1946485937
1666158,303087157,267695549,328178078,609700427,972249091
2320034,303111941,148078765,175227487,267695549,465979625,972249091,1693050229,1733044130,1880727250,1994181526,2107898177,2132291580
2295182,401694124,1828326430
3376906,333478811,1022622766
3340972,389103272,926771636,1696456823,1733044130,2101138430,2132291580
2469996,340871210,175227487,267695549,283303390,926771636,1952256197
3933066,362811327,267695549,328178078,972249091,1696456823,1733044130
2410852,347198617,34441781,100764563,136002788,267695549,609700427,833960563,972249091,1178351949,1479758055,1484511986,1814675537,1949756621,1985701699,2030093255,2081060870
3798878,340789680,267695549,328178078,609700427,972249091,1790482525,1929807318
3790942,339752056,530462567,926771636,972249091,1985701699,2030093255
3778970,338733297,252034287,267695549,285358298,328150723,342226876,591405932,609700427,1198088771,1667928394
3808408,337665322,328178078,2132291580
3765014,303096087,972249091,1929807318,2030093255
87171,391127025,1952300170,2030093255,2043073184,2054716369
3527828,340874373,80579825,332913499,342226876
3462588,354456455,2132291580
771839,401609993,2132291580
757348,309436265,175227487,609700427,872826607
711243,392198204,175227487,267695549,609700427,1929807318
472572,365011285,1285166951
672832,345029913,478449077,926771636,1198088771
2829068,340916484,267695549,342226876,389597738,558797228,972249091,1198088771
3578588,332427778,267695549,328178078,1696456823,1733044130,2055582442,2132291580,2138304024
3677770,354476210,834001943
203469,294673938,165599118,175227487,950328474
194222,340897379,231339917,308654313,328178078,609700427,972249091,1929807318,1987587652,2054716369
4208486,356619871,267695549,1828326430
1447817,364915932,222473492,267695549,972249091
906900,333522388,267695549,328178078,893395429,926771636
4169247,333557039,267695549,813411968,972249091,1693050229,2132291580
4162591,359772822,850118036,1965142613
4085720,352389210,175227487,267695549,926771636
437551,327236034,210179407,872826607
1671745,303097555,609700427,972249091,2030093255
346222,347106802,328178078,983730484,1828326430,2043073184
582106,392290408,591405932,1728105232,2132291580
571939,303096863,267695549,687339341,1019460860,1992453063
2686608,340829283,267695549,328178078,609700427,972249091,1970109802,2107898177,2132291580
2654564,344062718,102425831,175227487,328178078,558797228,609700427,1249526091,1693050229,1848421257
635661,392173030,175227487,267695549,342226876,555677048,558797228,792158305,1414793259,1828326430,2043073184
2649744,309386623,175227487,834001943,972249091,1970109802
2547055,294766849,972249091,2132291580
1225456,346135739,94618376,267695549,328178078,342226876,609700427,759485819,1013969466,2083870981,2132291580,2138304024
1223929,339860537,175227487,267695549,285358298,342226876,609700427,638965135,972249091,1178351949,1198088771,1285166951,1997201494,2132291580
2530745,332454597,175227487,267695549,328178078,1693050229,2107898177,2132291580
2518590,348236629,175227487,283303390,342226876,972249091,1929807318,2090892978
2511305,345013016,609700427,1696456823
1115558,340837376,267695549,328178078
2429086,309405008,972249091
2503081,362816702,491582364,777107394,880031210,950328474,1134837784,1728105232,1790482525
2090366,294718727,972249091,1808064759
2070769,333537749,328178078,926771636
2006178,335662790,972249091,1693050229,1985701699,2132291580
2005219,308333120,267695549,465979625,609700427,972249091,1701108859,1828326430
1991234,356639321,175227487,267695549,609700427,972249091,1790482525
3132182,350317894,175227487,267695549,558797228
985201,391123884,267695549,568182861,687339341,2054716369
1665680,335637733,102287491,175227487,267695549,609700427,682404126,926771636,1693050229,1717113201,1846285148
1632970,335597633,267695549,609700427,972249091,1970109802,2107898177,2132291580
1609748,327224378,267695549,328178078,342226876,609700427,687339341,1970109802,2107898177,2132291580
1598280,344051896,102287491,207015551,267695549,285358298,332913499,465979625,591405932,756981192,972249091,1667928394,1693050229,1777477395,1790482525,2117764661
1556929,344004275,267695549,342226876,558797228,1779135141
1550386,392173929,94618376,175227487,267695549,465979625
3710919,359677604,267695549,342226876,629270283,972249091,2138304024
3824649,347106205,175227487,342226876,1790482525
1685864,352372911,94618376,144389848,175227487,558797228,609700427,687339341,834001943,1028735742,2107898177
2291718,303136051,267695549,531437752,972249091
4212301,354509059,80579825,558797228,1790482525,1918441274,1970109802,1992453063,2054716369
4190948,392195091,267695549,328178078,2030093255
4182686,401728562,144389848,175227487,226054795,342226876,591405932,834001943,972249091,1019460860,1134837784,1482870140
2217987,335633273,267695549,2030093255,2043073184
2198784,345093002,148078765,328178078,531437752,609700427,972249091,1696456823,1733044130,1790482525,1846285148,1970109802,2030093255
2230384,346036933,267695549,328178078,609700427,972249091,2132291580
2189877,392245090,175227487,267695549,342226876,1008687929,1646985614
2544260,384917223,609700427
4174329,359750335,267695549,328178078,342226876,972249091,2107898177,2132291580
4125543,303049113,267695549,609700427,961090289,1696456823,1790482525,1994181526
4123710,339742372,175227487,609700427,967641964,1828326430,2030093255,2043073184,2106204901
337475,294680166,1285166951
601353,343961101,175227487,267695549,342226876,1790482525,1849227144,2107898177,2132291580
2813871,348173096,328178078,342226876,506903100
2787759,344010631,328178078,880031210,1693050229,1811494560,2030093255,2132291580
2825996,333514187,20391045,102287491,331135949,366337421,623325843,680942588,833960563,1479758055,1664492743
578486,327189063,267695549,465979625,1761289795
526526,309460307,402049843,1992453063,2005154977,2096242259
3420827,350309538,267695549,972249091,1970109802,2107898177,2132291580
3447286,332526946,267695549,342226876,609700427,1013969466,2138304024
3515834,363900125,1970109802,2132291580
2932743,362846917,338995079,342226876,926771636,1178351949
2925568,335676772,102425831,267695549,1198088771,1925947069,1938834516,2054716369,2132291580
2963427,335563943,609700427,972249091,1808064759,1929807318
1273764,340842306,45083076,175227487,267695549,422246343,491582364,591405932,830718665,926771636,961090289,972249091,995095203,1019460860,1041486048,1178351949,1843269941,2006666244
1178332,350352070,175227487,328178078,2053555152
1120090,346131918,267695549,1792028489,2132291580
3957347,352411899,93105265,267695549,609700427,1693050229,1696456823
3960726,339846723,267695549,1696456823,1733044130
3937591,356606678,267695549
1714499,327197318,267695549,342226876,346683864,1777477395,1790482525,2055782857
1971171,391160499,267695549,609700427,964818375,1929807318
1959346,327186468,267695549,342226876,609700427,629270283,1828326430,2138304024
1901025,308301715,219630713,609700427,1693050229,1779135141,2132291580
4084255,363902779,207015551,346683864,591405932,748474487,850118036,972249091,1639220334
4023686,339870929,926771636
4024566,356600152,267695549,972249091,1696456823
239177,350296880,144389848,465979625,777107394
197183,340866330,175227487,609700427,2132291580
657791,401626381,1696456823
2375235,389110045,148078765,175227487,267695549,609700427,1198088771,1701108859,1717113201,1985701699,2030093255
2527037,363960936,175227487,267695549,609700427,1808064759
1068829,350345962,148078765,465979625,792158305,872826607,972249091,1664492743,1693050229,2107898177,2132291580
2967088,332507805,175227487,872826607
3270310,352394145,267695549,558797228,1761289795,1970109802,2132291580
3080688,353498270,342226876,682404126
3062322,339770765,94618376,328178078,609700427,926771636,1693050229,1790482525,2132291580
3055134,401654184,1696456823
3008050,294679099,328178078,558797228,609700427,1790482525,2107898177,2132291580
1523368,338694944,267695549,609700427,950328474,1696456823,2132291580
1437797,339804804,175227487,342226876
1434102,347111132,267695549,609700427,972249091
1450753,352422118,267695549,328178078,1613480279,1970109802,2030093255,2132291580
934052,294685640,267695549,629270283,972249091
953197,346117336,144389848,609700427,972249091
897336,309438843,94618376,267695549,972249091,1693050229,1828326430
895696,335609511,267695549,972249091
3659999,333480890,222473492,267695549,342226876,591405932,609700427,619731823,680942588,833960563,972249091,1022622766,1649097896,1929807318,2132291580
3641284,294687004,267695549,926771636
3619792,332481609,148078765,267695549,342226876,609700427,972249091,1693050229,2132291580
3586344,345080886,267695549,342226876,926771636,1790482525,1828326430
3474040,359673928,328178078,541339008,609700427,1733044130,1790482525
2220197,332460205,285358298,609700427,629270283,972249091,1198088771,1693050229,1828326430,1970109802
2207653,345037224,267695549,328178078,342226876,629270283,1828326430
2190506,354546842,342226876,558797228,609700427,1134837784,2132429347
3500332,294696930,267695549,342226876,609700427,926771636,1144039928,1790482525,1828326430
3425742,294713059,94618376,102425831,328178078,531971604,926771636,1717113201,1828326430,1846285148
1623964,350329307,267695549,651668093,690285705,972249091,1386529057,1701108859,1828326430,1903122452
1591920,350263945,328178078,402049843
1567196,401614817,591405932,1715349030
3841130,337754417,267695549,283303390,328178078,629270283,687339341,1718892809,1828326430,1992453063,2053555152
3838059,344031544,834001943,1693450318,1717113201
2616712,389118484,950328474,1696456823
2605960,365034811,267695549
4087016,347198121,267695549,1693050229,2054716369,2132291580
4074755,339870583,267695549,342226876,972249091,2132291580
3989319,349308191,175227487,267695549,629270283,926771636,1790482525,1929807318
3391786,344062540,267695549,407534069,1019460860,1134837784,1285166951,1790482525,2053555152
2036010,392200157,629270283,687339341,926771636,950328474,1198088771,1733044130,2106872096
2019399,362890790,80579825,231339917,609700427,792158305,1790482525
3312867,294661122,267695549,2132291580
3275632,294671104,357858858,502034863,558797228,591405932,609700427,2030093255
2749568,294708520,175227487,609700427,1696456823,1733044130
2713790,344023932,821136798,1693050229,2132291580
650292,337745622,102287491,704208617,1696456823
4208186,339820871,175227487,342226876,609700427,926771636,1134837784,1696456823,2107898177
4209413,294777067,328178078,983730484,1198088771,1790482525
3193722,391169786,175227487,1828326430
3172716,344998968,267695549,704208617,926771636,1022622766
3741065,338775151,328178078,609700427,926771636,950328474,1696456823,1733044130
1103217,347207331,609700427,972249091
1087936,294689440,267695549,328178078,972249091,1022622766,1178351949,2107898177,2132291580
1009497,356593085,222473492,252034287,328178078,591405932,834001943,972249091,1144039928,1285166951,1717113201,1728105232,1952300170,2043073184
993832,362876726,328178078,609700427
982815,337742630,465979625,541339008,972249091,1696456823,1790482525,1970109802,2030093255,2132291580
463681,391213772,609700427,860654767,1696456823,1733044130,2138304024
3960045,346098647,102287491,148078765,265691378,267695549,342226876,945976112,1696456823,1733044130,1777477395
3979144,401610696,175227487,609700427,2132291580
3918404,327273969,267695549,972249091,1733044130,2132291580
3844873,343976759,148078765,267695549,558797228,609700427,1178351949,1693050229
1229842,345016154,926771636
783596,392249796,102425831,926771636,1134837784,1790482525
1599701,354489119,267695549
2214810,359761212,267695549,609700427,1696456823,1733044130
2180916,362924348,328178078,629798227,834001943,1134837784
2178213,340872413,267695549,328178078,972249091,1985701699,2132291580
2164965,401702651,175227487,267695549,342226876,2132291580
58024,359765076,144389848,558797228,609700427,1790482525,1929807318,2043073184
1986023,391171987,267695549,609700427,1790482525
2963098,308399696,267695549,609700427,1693050229,1828326430,2132291580
2863704,347141352,609700427,972249091
2356199,309345533,328178078,926771636,1717113201
2344023,303106503,267695549,328178078,491582364,531971604,972249091,1790482525,1849227144,1964043658,2132291580
1528637,337704883,144389848
1420978,344032526,144389848,175227487,252034287,328178078,950328474,972249091,1134837784,1705990324,1946485937,2053555152
906349,309386623,175227487,834001943,972249091,1970109802
896452,362877350,267695549,304932652,328178078,629270283,926771636,961090289,1028735742,1970109802,2132291580,2142027917
834310,384904668,328178078,609700427
2745835,391176569,2132291580
3416127,359687709,328178078,704208617,1022622766,1992453063
3337615,391136936,2154930,175227487,267695549,285358298,609700427,629270283,722971424,926771636,972249091,1398318483,1664492743,1790482525,1828326430,1832512217,1846285148,1880727250,1929807318
1958791,340910538,175227487,342226876,504085184,2132291580
1926792,345094632,267695549,609700427,972249091
1848243,339746888,267695549,749311689,1761289795,1849227144,2132291580
1348589,333469357,222473492,267695549,328178078,609700427,1693050229,1828326430,1970109802,2107898177,2132291580
1281751,340868172,175227487,267695549,328178078,609700427,972249091,1022622766,1628516715,1820250788,2132291580
3553882,308308567,346683864,1198088771,1874376911,2043073184
3523519,384940918,352040487,591405932,972249091,1777477395
3553397,347141725,1696456823,1929807318,2138304024
2116071,333495997,267695549,972249091,1828326430
2041246,401658599,267695549,328178078,972249091
2033532,348245053,175227487,267695549,558797228,893395429,972249091,1828326430,1846285148,1947938436
2601116,391198172,102287491,175227487,267695549,465979625,531437752,591405932,609700427,1693050229,1846285148,1970109802,2105342780
2599556,335596120,267695549,609700427,1828326430
2567619,352399655,175227487,1198088771
2602572,294660913,267695549,342226876
4138293,294731591,175227487,972249091,1693050229,2132291580
4146424,391179961,265691378,328178078,609700427,1693050229,2030093255,2132291580
4127490,389047157,609700427,1790482525
4141548,389095042,1777477395,1888647486,2132291580
4058673,338722943,972249091,1693050229,2132291580
4122072,362879927,328178078,609700427,1696456823
3032520,338708637,252034287,609700427,926771636,1479758055,1696456823,1733044130
3036008,356577069,926771636,1828326430,2132291580
2547157,353384144,49709880,175227487,342226876,834001943,926771636,995095203,2053555152,2107898177
2477372,363967000,328178078,346683864
3785445,345007997,558797228,1790482525,1918441274
3201866,353423153,252034287,2132291580
3215118,340829003,267695549,342226876,609700427,2107898177,2132291580
3153051,308347020,34441781,175227487,267695549,328178078,609700427,2043073184
1694759,345014723,328178078,1696456823
1613202,354426667,175227487,267695549,342226876,568182861,972249091,1828326430,1946485937,2106204901
1643735,391123467,328178078,609700427,2132291580
2483,308376619,558797228,950328474,1952300170
4216390,346135146,94618376,175227487,267695549,629270283,682404126,704208617,756981192,1022622766,1717113201,1790482525,2030093255
4163199,337699345,2132291580
1132856,345101923,59903186,704208617,834001943,972249091,1022622766,1144039928,1737329553,1938834516,2030093255
1102795,327241392,267695549,558797228,1828326430,1965142613
1007863,363884569,1696456823,1733044130,2132291580
387700,348227843,1386529057,1696456823,2132291580
3663108,352392811,972249091
3651191,401713000,267695549,609700427,1013969466,1693050229,2107898177,2132291580
3614337,294726446,1696456823,1790482525
3594366,339783075,175227487
1469190,338738251,175227487,342226876,609700427,687339341
2415869,346135658,83029588,267695549,328178078,342226876,1022622766,1693050229,1970109802,2132291580
2413559,308357607,332913499
2104781,337750498,267695549,2107898177,2132291580
2100763,339789632,267695549,342226876,638965135,1739375565,1761289795,1828326430
2024604,345017089,1285166951
2208363,353383350,328178078,1693050229,1696456823,1994181526,2132291580
2258747,349306295,609700427,1696456823
2178918,339834807,267695549,465979625,558797228,972249091,1790482525,1970109802,2132291580
2155101,308406423,175227487,342226876,609700427,777107394,830649354,1560034050
671709,346109389,328178078,609700427,819720203,1664492743,1828326430,1929807318,2054716369
572042,359663411,175227487,777107394,1733044130,1777477395,2030792699
2779275,389152160,267695549,1693050229,2132291580
1226189,340887156,148078765,267695549,972249091,983730484,1693050229,2138304024
1220016,346115275,328178078,833960563,1198088771,1693050229,1970109802
2696220,401636951,926771636
2606621,303121121,478449077,777107394,1828326430,1946485937,2132291580
1373398,333461698,60633334,267695549,346797032,415619002,972249091,1178351949,1828326430,2132291580
3214752,335604937,175227487,267695549
3344819,359782572,267695549,328178078,704208617,972249091,1874376911,2107898177,2132291580
3171809,350258917,869628338,972249091,1696456823,1733044130
3170721,337734888,267695549,374274123,1828326430,1985701699
3223087,359695373,926771636
3330780,343943011,267695549,2132291580
3319829,356553624,207015551,267695549,609700427,972249091,1929807318
1927150,332435034,267695549,926771636,1693050229,1777477395,1970109802
1888920,339789564,256364670,972249091,1717113201,1777477395,1828326430,1840411466,1938834516
1973962,349293542,1733044130,2132291580
1856172,346146525,175227487,2132291580
3815513,353413831,175227487,267695549,2132291580
3811294,349186877,328178078,609700427,880031210,1828326430,1846285148,2043073184,2132291580
3761963,362938597,207015551,210179407,267695549,609700427,896928775,1022622766,1717113201,1828326430,2030093255
1707112,294759464,144389848,342226876,402049843,422246343,926771636
2400377,335648230,175227487,328178078,342226876,629270283,834001943,972249091,1198088771,1717113201
2358784,344063980,267695549,342226876,687339341,1678543324,2138304024
2337426,303147395,267695549,415619002,572268056,792158305,830649354,1198088771,1846285148,1929807318,2108722049,2132291580
2322509,353416728,609700427
2285329,333528115,175227487,267695549,791545701,1145574011,1624264477,1639220334,1736409202,1960955312,2060306864
2339535,354476480,328178078,687339341,1693050229
2702086,308300268,328178078,342226876,1846285148,1943256869,2138304024
3996756,348197855,609700427,972249091,1790482525,2132291580
3970589,350236014,148078765,328178078,609700427,972249091,1696456823,1733044130,1929807318
3917275,356588736,972249091
3900384,347102794,175227487,1696456823,1733044130
2482269,352330644,558797228,834001943,1791400679,1824777308,1916758859,2030093255
2479439,350284653,609700427,704208617,972249091,1022622766
2422433,340810103,102425831,175227487,267695549,342226876,609700427,629270283,834001943,926771636,1028735742,1134837784,1693050229,1811494560,1846285148,1965142613,1992453063,2030093255,2132291580
1550054,349255629,80579825,328178078,972249091,2105342780
1510519,332520147,148078765,175227487,267695549,342226876,609700427,821136798,972249091,1715349030,1985701699
1467186,350279096,972249091,2132291580
1429533,335618412,175227487,267695549,609700427
1417877,354512899,328178078,1696456823,1733044130
3121321,363880777,267695549,609700427,2132291580
3045708,346158216,972249091
3020135,348226509,94618376,728655825,926771636,1693050229,1970109802
2869815,303110228,267695549,972249091,1808064759,2138304024
2869914,348174573,267695549,926771636,972249091,1696456823,1994181526
3271890,294704790,175227487,267695549,342226876,638965135,1790482525,2030093255,2047319603,2138304024
3559027,354487973,267695549,893395429
3495426,354489119,267695549
3704299,353405777,175227487,983730484,1134837784
3667744,308314613,175227487
3627669,339814994,328178078,609700427,972249091,1696456823
1969427,362856806,222473492,834001943,972249091,1696456823
1961613,339775740,175227487,926771636,1777477395
1891965,340908917,541339008,972249091,1696456823,2107898177
