node,Louvain,Game
133166,356615891
20809,401692269
350081,332511802
699631,401700489
777220,335611958
762618,349202787
98749,391213268
1654152,363922061
877980,401611574
1613587,354518769
1550759,354452434
1533607,309351320
808702,353407709
1219608,340858023
1158535,349295822
1122901,337748746
1112157,392212539
1092732,353444674
1090109,345100194
483042,391135683
277715,294702955
254856,327230692
264908,362855972
931760,352401155
1957589,337759330
1953510,364976609
1946902,308369843
1894506,337643913
1870085,359688469
1851019,362927873
1812754,363934552
1345608,356555877
1329357,391145643
1030069,339806568
948464,349305767
945704,363923908
2301539,356570846
2659858,343980802
1467677,365029523
1429281,354534508
3203195,340918227
3182393,347164402
3172423,349220285
3202701,333454419
1747938,391211566
1731010,384920650
1778009,303125247
1737132,391162149
1666785,309413437
2203265,384838581
2187246,303124595
3036727,347168871
3032587,384895019
2468638,353401253
2644675,359681173
2623406,356630344
2610214,308319475
2413467,343952209
2450838,350257951
3492731,346103471
3443381,345072458
3470778,354516031
2922652,364951245
2922395,389054806
3948200,303136477
3898730,337733436
3839586,359694898
4123357,340851969
3659923,350309624
3549415,391236872
3806326,353498585
3797854,338762626
3680230,353445730
4027648,350268865
4005217,303064712
4069180,339809916
3972815,389133428
93134,362932936
284583,337642602
785243,392244170
1179541,391175355
1146958,391133132
1147431,392280137
1619550,309345228
1033593,362938582
1004948,303151780
981503,309365496
1427140,363889999
1421898,347170865
1521771,309425103
1783811,350238892
1744587,384865707
1741861,363938117
2209230,354487689
2176547,362840717
2532236,384891275
2340586,309439256
2327622,401677685
1929523,332435034
1887103,338691120
1884870,337715687
1945045,349241917
1910811,352354933
2916364,352335205
1836404,347084230
1828316,391228933
2961093,392172341
2937413,356569722
2847296,359670759
2879481,340805184
2943253,391229706
1340719,362826577
1303495,332425650
2751418,350269257
2758026,309391279
1280358,391135903
1342926,308376619
1241207,384951596
3679362,308340811
3325081,352331039
3311544,350279096
3511984,335572386
2086812,333460798
2670649,346157658
2666192,335573388
2820695,359698344
2595535,343946937
2590659,346114251
2456043,339867245
3012396,391121047
6851,340900905
2387070,346036933
2423789,294691289
