node1,node2
1372527,859441
1372527,1651333
1372527,2829430
1372527,2455582
1372527,2332397
1372527,1791688
1372527,1629087
1372527,3296786
1372527,3164615
1372527,2206677
1372527,667577
1372527,819160
1372527,2900949
1372527,1248453
1372527,1476083
1372527,3572421
1372527,3570271
1372527,431849
1372527,4132916
1372527,2828000
1372527,3039518
1372527,1181187
1372527,1304454
1372527,4033752
1372527,3460119
1372527,2768974
1372527,2377661
1372527,3062929
1372527,3056130
1372527,3213246
1372527,3852958
1372527,3154316
1372527,2169669
1372527,4039701
1372527,2107492
1372527,3756727
1372527,3905599
1372527,3481055
1372527,3649542
1372527,2351418
1372527,4218679
1372527,4005643
1372527,1920782
1372527,498078
1372527,1487948
1372527,2298404
1372527,3609850
1372527,2161681
1372527,2932657
1372527,772083
1372527,2574794
1372527,1993208
1372527,3377736
1372527,1756030
1372527,3833566
1372527,3798811
1372527,2599891
1372527,2308498
1372527,2916560
1372527,1445581
1372527,703049
1372527,2646380
1372527,3450897
1372527,3107911
3197190,3624866
3197190,2524576
3197190,1313442
3197190,2469866
3197190,2695137
3197190,3114413
3197190,3738921
3197190,1851536
3197190,3866857
3197190,377387
3197190,2079856
3197190,4184965
3197190,3010801
3197190,1010065
3197190,1262713
3197190,1009627
3197190,3395256
3197190,1646134
3197190,2117383
3197190,2056969
3197190,1454001
3197190,1066501
3197190,1375132
3197190,581125
3197190,3071355
3197190,2993669
3197190,4008610
3197190,1253415
3197190,567662
3197190,4021325
3197190,1047607
3197190,1178861
3197190,1978168
3197190,2242503
3197190,1045311
3197190,170035
3197190,3896312
3197190,3873263
3197190,3395894
3197190,3373068
3197190,1052260
3197190,1736568
3197190,2444711
3197190,1000886
3197190,3039318
3197190,1358876
3197190,4207489
3197190,4145961
3197190,1292855
3197190,3283291
3197190,2543812
3197190,2954977
803165,3710919
803165,2901813
803165,2926739
803165,1533572
803165,1011917
803165,3380947
803165,3380125
803165,2983812
803165,1446857
803165,1904884
803165,281167
803165,2936094
803165,2353578
803165,3573311
803165,1150279
803165,3157321
803165,4005108
803165,3833526
803165,1607549
803165,1639169
803165,1691886
803165,600166
803165,1988074
803165,1176393
803165,3535218
803165,2239404
803165,1677446
803165,764319
803165,3080830
803165,3472723
803165,2256190
803165,2168448
803165,548668
803165,1424687
803165,498492
803165,252402
803165,1416847
803165,1546600
803165,811735
803165,2426047
803165,1551379
803165,2416521
803165,1716887
803165,1641499
803165,1278658
803165,2337170
803165,1694381
803165,3412127
803165,3491643
803165,1352471
803165,3212758
803165,3307154
803165,3474059
803165,1535387
803165,2164779
803165,515777
803165,2341291
803165,2301288
803165,1670875
803165,1873619
803165,1677652
803165,3594614
803165,2568069
803165,2605481
803165,750695
803165,963042
803165,3781289
803165,2459110
803165,2527876
803165,2345747
803165,1893602
803165,530784
803165,3655512
803165,1334557
803165,1612547
803165,4082249
803165,2634975
803165,2741664
803165,1782354
803165,147933
803165,1143543
803165,1675614
803165,2528148
803165,2839981
803165,813656
3460119,859441
3460119,1651333
3460119,2829430
3460119,2455582
3460119,2332397
3460119,1791688
3460119,1629087
3460119,3296786
3460119,3164615
3460119,2206677
3460119,667577
3460119,819160
3460119,2900949
3460119,1248453
3460119,1476083
3460119,3572421
3460119,3570271
3460119,431849
3460119,4132916
3460119,2828000
3460119,3039518
3460119,1181187
3460119,1304454
3460119,1372527
3460119,4033752
3460119,2768974
3460119,2377661
3460119,3062929
3460119,3056130
3460119,3213246
3460119,3852958
3460119,3154316
3460119,2169669
3460119,4039701
3460119,2107492
3460119,3756727
3460119,3905599
3460119,3481055
3460119,3649542
3460119,2351418
3460119,4218679
3460119,4005643
3460119,1920782
3460119,498078
3460119,1487948
3460119,2298404
3460119,3609850
3460119,2161681
3460119,2932657
3460119,772083
3460119,2574794
3460119,1993208
3460119,3377736
3460119,1756030
3460119,3833566
3460119,3798811
3460119,2599891
3460119,2308498
3460119,2916560
3460119,1445581
3460119,703049
3460119,2646380
3460119,3450897
3460119,3107911
2298404,859441
2298404,1651333
2298404,2829430
2298404,2455582
2298404,2332397
2298404,3876454
2298404,3101243
2298404,1791688
2298404,1629087
2298404,3296786
2298404,3164615
2298404,2206677
2298404,667577
2298404,819160
2298404,2900949
2298404,1248453
2298404,1476083
2298404,3572421
2298404,3570271
2298404,431849
2298404,4132916
2298404,2828000
2298404,3039518
2298404,1181187
2298404,1304454
2298404,1372527
2298404,4033752
2298404,3460119
2298404,2768974
2298404,2377661
2298404,3062929
2298404,3056130
2298404,3213246
2298404,3852958
2298404,3154316
2298404,2169669
2298404,4039701
2298404,2107492
2298404,3756727
2298404,3905599
2298404,3481055
2298404,3649542
2298404,2351418
2298404,4218679
2298404,4005643
2298404,1920782
2298404,498078
2298404,1487948
